"","Type","Chloride_uM","Magnesium_uM","year","Site","Date","Location","Julian_day","Days_melt","Time"
"666","stream",7.33709449929478,95.7673,2020,"MOOS",2020-07-09,NA,190.4375,60.4375,"11:30:00"
"667","stream",9.16220028208745,94.527,2020,"MOOS",2020-07-10,NA,190.791666666667,60.791666666667,"20:00:00"
"668","stream",8.90973201692525,103.7847,2020,"MOOS",2020-07-16,NA,197.583333333333,67.583333333333,"15:00:00"
"669","stream",9.58251057827927,105.6394,2020,"MOOS",2020-07-17,NA,197.791666666667,67.791666666667,"20:00:00"
"670","stream",9.80253878702398,102.1771,2020,"MOOS",2020-07-18,NA,198.791666666667,68.791666666667,"20:00:00"
"671","stream",10.5190409026798,103.5342,2020,"MOOS",2020-07-19,NA,199.791666666667,69.791666666667,"20:00:00"
"672","stream",9.02679830747532,109.4923,2020,"MOOS",2020-07-20,NA,200.791666666667,70.791666666667,"20:00:00"
"673","stream",9.04372355430183,110.1617,2020,"MOOS",2020-07-21,NA,201.791666666667,71.791666666667,"20:00:00"
"674","stream",8.8885754583921,114.26515,2020,"MOOS",2020-07-21,NA,202.569444444444,72.569444444444,"14:40:00"
"675","stream",9.60789844851904,99.791,2020,"MOOS",2020-07-22,NA,202.791666666667,72.791666666667,"20:00:00"
"676","stream",9.72637517630465,106.6157,2020,"MOOS",2020-07-23,NA,203.791666666667,73.791666666667,"20:00:00"
"677","stream",10.3131170662906,104.5856,2020,"MOOS",2020-07-24,NA,204.791666666667,74.791666666667,"20:00:00"
"678","stream",10.8293370944993,107.4376,2020,"MOOS",2020-07-25,NA,205.791666666667,75.791666666667,"20:00:00"
"679","stream",9.62200282087447,112.8443,2020,"MOOS",2020-07-26,NA,206.791666666667,76.791666666667,"20:00:00"
"680","stream",10.0423131170663,110.9559,2020,"MOOS",2020-07-27,NA,207.791666666667,77.791666666667,"20:00:00"
"681","stream",8.96755994358251,109.533,2020,"MOOS",2020-07-28,NA,208.791666666667,78.791666666667,"20:00:00"
"682","stream",8.46544428772919,124.1718,2020,"MOOS",2020-07-29,NA,209.791666666667,79.791666666667,"20:00:00"
"683","stream",8.61495063469675,108.2681,2020,"MOOS",2020-07-30,NA,210.791666666667,80.791666666667,"20:00:00"
"684","stream",10.0084626234133,154.9437,2020,"MOOS",2020-07-31,NA,211.791666666667,81.791666666667,"20:00:00"
"685","stream",10.2708039492243,113.1851,2020,"MOOS",2020-08-01,NA,212.791666666667,82.791666666667,"20:00:00"
"686","stream",9.59943582510578,122.3379,2020,"MOOS",2020-08-02,NA,213.791666666667,83.791666666667,"20:00:00"
"687","stream",9.96897038081805,114.0943,2020,"MOOS",2020-08-03,NA,214.791666666667,84.791666666667,"20:00:00"
"688","stream",10.8265162200282,113.5482,2020,"MOOS",2020-08-04,NA,215.791666666667,85.791666666667,"20:00:00"
"689","stream",9.58251057827927,99.7895,2020,"MOOS",2020-08-05,NA,216.791666666667,86.791666666667,"20:00:00"
"690","stream",7.40620592383639,116.8998,2020,"MOOS",2020-08-05,NA,217.493055555556,87.493055555556,"12:50:00"
"691","stream",8.46262341325811,102.3454,2020,"MOOS",2020-08-06,NA,217.791666666667,87.791666666667,"20:00:00"
"692","stream",9.14527503526093,111.1589,2020,"MOOS",2020-08-07,NA,218.791666666667,88.791666666667,"20:00:00"
"693","stream",9.28913963328632,111.6742,2020,"MOOS",2020-08-08,NA,219.791666666667,89.791666666667,"20:00:00"
"694","stream",9.66431593794076,112.0066,2020,"MOOS",2020-08-09,NA,220.791666666667,90.791666666667,"20:00:00"
"695","stream",10.4428772919605,119.1103,2020,"MOOS",2020-08-10,NA,221.791666666667,91.791666666667,"20:00:00"
"696","stream",10.6713681241185,113.7736,2020,"MOOS",2020-08-11,NA,222.791666666667,92.791666666667,"20:00:00"
"697","stream",9.79407616361072,110.5761,2020,"MOOS",2020-08-12,NA,223.791666666667,93.791666666667,"20:00:00"
"698","stream",11.672778561354,112.1004,2020,"MOOS",2020-08-13,NA,224.791666666667,94.791666666667,"20:00:00"
"699","stream",9.46403385049365,117.0546,2020,"MOOS",2020-08-14,NA,225.791666666667,95.791666666667,"20:00:00"
"700","stream",10.8998589562764,131.0669,2020,"MOOS",2020-08-15,NA,226.791666666667,96.791666666667,"20:00:00"
"701","stream",10.5669957686883,123.8326,2020,"MOOS",2020-08-16,NA,227.791666666667,97.791666666667,"20:00:00"
"702","stream",10.4626234132581,125.1134,2020,"MOOS",2020-08-17,NA,228.791666666667,98.791666666667,"20:00:00"
"703","stream",11.7700987306065,123.81095,2020,"MOOS",2020-08-17,NA,229.5,99.5,"13:00:00"
"704","stream",10.6403385049365,116.2542,2020,"MOOS",2020-08-18,NA,229.791666666667,99.791666666667,"20:00:00"
"705","stream",9.68124118476728,116.9744,2020,"MOOS",2020-08-19,NA,230.791666666667,100.791666666667,"20:00:00"
"706","stream",10.5641748942172,118.8073,2020,"MOOS",2020-08-20,NA,231.791666666667,101.791666666667,"20:00:00"
"707","stream",10.3413258110014,120.2238,2020,"MOOS",2020-08-21,NA,232.791666666667,102.791666666667,"20:00:00"
"708","stream",11.2355430183357,115.9078,2020,"MOOS",2020-08-22,NA,233.791666666667,103.791666666667,"20:00:00"
"709","stream",11.8843441466855,117.2701,2020,"MOOS",2020-08-23,NA,234.791666666667,104.791666666667,"20:00:00"
"710","stream",10.7475317348378,121.8318,2020,"MOOS",2020-08-24,NA,235.791666666667,105.791666666667,"20:00:00"
"711","stream",12.262341325811,121.6641,2020,"MOOS",2020-08-25,NA,236.791666666667,106.791666666667,"20:00:00"
"712","stream",12.9055007052186,125.1723,2020,"MOOS",2020-08-26,NA,237.791666666667,107.791666666667,"20:00:00"
"713","stream",10.9393511988716,126.4084,2020,"MOOS",2020-08-27,NA,238.791666666667,108.791666666667,"20:00:00"
"714","stream",10.8801128349788,125.5664,2020,"MOOS",2020-08-28,NA,239.791666666667,109.791666666667,"20:00:00"
"715","stream",10.5613540197461,124.9696,2020,"MOOS",2020-08-29,NA,240.791666666667,110.791666666667,"20:00:00"
"716","stream",11.3370944992948,126.6014,2020,"MOOS",2020-08-30,NA,241.791666666667,111.791666666667,"20:00:00"
"717","stream",16.5105782792666,127.1977,2020,"MOOS",2020-08-31,NA,242.791666666667,112.791666666667,"20:00:00"
"718","stream",10.8801128349788,127.8094,2020,"MOOS",2020-09-01,NA,243.791666666667,113.791666666667,"20:00:00"
"719","stream",10.5782792665726,128.5282,2020,"MOOS",2020-09-02,NA,244.791666666667,114.791666666667,"20:00:00"
"720","stream",11.0183356840621,129.5645,2020,"MOOS",2020-09-02,NA,245.569444444444,115.569444444444,"14:40:00"
"721","stream",11.0634696755994,128.1796,2020,"MOOS",2020-09-03,NA,245.791666666667,115.791666666667,"20:00:00"
"722","stream",12.9590973201693,125.4015,2020,"MOOS",2020-09-04,NA,246.791666666667,116.791666666667,"20:00:00"
"723","stream",13.8110014104372,128.1508,2020,"MOOS",2020-09-05,NA,247.791666666667,117.791666666667,"20:00:00"
"724","stream",12.8970380818054,125.737,2020,"MOOS",2020-09-06,NA,248.791666666667,118.791666666667,"20:00:00"
"725","stream",11.2665726375176,128.6345,2020,"MOOS",2020-09-07,NA,249.791666666667,119.791666666667,"20:00:00"
"726","stream",11.672778561354,126.8041,2020,"MOOS",2020-09-08,NA,250.791666666667,120.791666666667,"20:00:00"
"727","stream",11.1057827926657,136.5993,2020,"MOOS",2020-09-09,NA,251.791666666667,121.791666666667,"20:00:00"
"728","stream",10.9421720733427,131.279,2020,"MOOS",2020-09-10,NA,252.791666666667,122.791666666667,"20:00:00"
"729","stream",11.6022566995769,110.1685,2020,"MOOS",2020-09-11,NA,253.791666666667,123.791666666667,"20:00:00"
"730","stream",11.148095909732,115.82,2020,"MOOS",2020-09-12,NA,254.791666666667,124.791666666667,"20:00:00"
"731","stream",10.8660084626234,132.2405,2020,"MOOS",2020-09-13,NA,255.791666666667,125.791666666667,"20:00:00"
"732","stream",11.7827926657264,291.1923,2020,"MOOS",2020-09-14,NA,256.791666666667,126.791666666667,"20:00:00"
"733","stream",11.1086036671368,124.9659,2020,"MOOS",2020-09-15,NA,257.791666666667,127.791666666667,"20:00:00"
"734","stream",11.2496473906911,123.7395,2020,"MOOS",2020-09-15,NA,258.559027777778,128.559027777778,"14:25:00"
"735","stream",11.179125528914,122.8575,2020,"MOOS",2020-09-16,NA,258.791666666667,128.791666666667,"20:00:00"
"736","stream",12.0705218617772,120.7346,2020,"MOOS",2020-09-17,NA,259.791666666667,129.791666666667,"20:00:00"
"737","stream",11.4781382228491,123.292,2020,"MOOS",2020-09-18,NA,260.791666666667,130.791666666667,"20:00:00"
"738","stream",11.7094499294781,128.5912,2020,"MOOS",2020-09-18,NA,261.434027777778,131.434027777778,"11:25:00"
"739","stream",12.7672778561354,122.6252,2020,"MOOS",2020-09-19,NA,261.791666666667,131.791666666667,"20:00:00"
"740","stream",11.6135401974612,122.2735,2020,"MOOS",2020-09-20,NA,262.791666666667,132.791666666667,"20:00:00"
"741","stream",12.4964739069111,124.8098,2020,"MOOS",2020-09-21,NA,263.791666666667,133.791666666667,"20:00:00"
"742","stream",11.4724964739069,120.0161,2020,"MOOS",2020-09-22,NA,264.791666666667,134.791666666667,"20:00:00"
"743","stream",11.7235543018336,125.9955,2020,"MOOS",2020-09-23,NA,265.791666666667,135.791666666667,"20:00:00"
"744","stream",12.163610719323,122.4694,2020,"MOOS",2020-09-24,NA,266.791666666667,136.791666666667,"20:00:00"
"745","stream",12.9732016925247,219.8895,2020,"MOOS",2020-09-25,NA,267.791666666667,137.791666666667,"20:00:00"
"746","stream",13.6361071932299,122.8238,2020,"MOOS",2020-09-26,NA,268.791666666667,138.791666666667,"20:00:00"
"747","stream",13.7574047954866,121.0243,2020,"MOOS",2020-09-27,NA,269.791666666667,139.791666666667,"20:00:00"
"748","stream",14.4626234132581,127.5094,2020,"MOOS",2020-09-28,NA,270.791666666667,140.791666666667,"20:00:00"
"749","stream",11.8166431593794,120.2093,2021,"MOOS",2021-06-08,NA,157.791666666667,38.791666666667,"20:00:00"
"750","stream",11.5063469675599,120.718,2021,"MOOS",2021-06-09,NA,158.791666666667,39.791666666667,"20:00:00"
"751","stream",12.7023977433004,118.2468,2021,"MOOS",2021-06-10,NA,159.791666666667,40.791666666667,"20:00:00"
"752","stream",11.2101551480959,127.0459,2021,"MOOS",2021-06-10,NA,160.510416666667,41.510416666667,"13:15:00"
"753","stream",11.7517630465444,130.599,2021,"MOOS",2021-06-11,NA,160.791666666667,41.791666666667,"20:00:00"
"754","stream",12.0846262341326,127.7782,2021,"MOOS",2021-06-12,NA,161.791666666667,42.791666666667,"20:00:00"
"755","stream",12.4146685472496,126.165,2021,"MOOS",2021-06-13,NA,162.791666666667,43.791666666667,"20:00:00"
"756","stream",11.4978843441467,129.6394,2021,"MOOS",2021-06-14,NA,163.791666666667,44.791666666667,"20:00:00"
"757","stream",11.8307475317348,128.7331,2021,"MOOS",2021-06-15,NA,164.791666666667,45.791666666667,"20:00:00"
"758","stream",10.8688293370945,130.5083,2021,"MOOS",2021-06-15,NA,165.541666666667,46.541666666667,"14:00:00"
"759","stream",10.6713681241185,138.9943,2021,"MOOS",2021-06-30,NA,180.458333333333,61.458333333333,"12:00:00"
"760","stream",12.1748942172073,140.4821,2021,"MOOS",2021-07-01,NA,180.791666666667,61.791666666667,"20:00:00"
"761","stream",12.5528913963329,141.304,2021,"MOOS",2021-07-02,NA,181.791666666667,62.791666666667,"20:00:00"
"762","stream",12.9449929478138,141.9025,2021,"MOOS",2021-07-03,NA,182.791666666667,63.791666666667,"20:00:00"
"763","stream",11.6361071932299,144.8903,2021,"MOOS",2021-07-04,NA,183.791666666667,64.791666666667,"20:00:00"
"764","stream",12.2538787023977,145.4702,2021,"MOOS",2021-07-05,NA,184.791666666667,65.791666666667,"20:00:00"
"765","stream",11.7207334273625,142.5564,2021,"MOOS",2021-07-06,NA,185.791666666667,66.791666666667,"20:00:00"
"766","stream",11.9238363892807,141.4417,2021,"MOOS",2021-07-07,NA,186.791666666667,67.791666666667,"20:00:00"
"767","stream",11.1283497884344,141.9503,2021,"MOOS",2021-07-08,NA,187.791666666667,68.791666666667,"20:00:00"
"768","stream",12.2764456981664,140.6378,2021,"MOOS",2021-07-09,NA,188.791666666667,69.791666666667,"20:00:00"
"769","stream",11.9040902679831,138.4773,2021,"MOOS",2021-07-10,NA,189.791666666667,70.791666666667,"20:00:00"
"770","stream",11.6276445698166,142.4607,2021,"MOOS",2021-07-11,NA,190.791666666667,71.791666666667,"20:00:00"
"771","stream",12.5303244005642,144.723,2021,"MOOS",2021-07-12,NA,191.791666666667,72.791666666667,"20:00:00"
"772","stream",11.5599435825106,149.973,2021,"MOOS",2021-07-12,NA,192.427083333333,73.427083333333,"11:15:00"
"773","stream",17.0183356840621,149.3492,2021,"MOOS",2021-07-13,NA,192.791666666667,73.791666666667,"20:00:00"
"774","stream",14.8913963328632,148.676,2021,"MOOS",2021-07-14,NA,193.791666666667,74.791666666667,"20:00:00"
"775","stream",13.0973201692525,150.8511,2021,"MOOS",2021-07-19,NA,198.791666666667,79.791666666667,"20:00:00"
"776","stream",13.9887165021157,151.7694,2021,"MOOS",2021-07-20,NA,199.791666666667,80.791666666667,"20:00:00"
"777","stream",17.6163610719323,154.9499,2021,"MOOS",2021-07-21,NA,200.791666666667,81.791666666667,"20:00:00"
"778","stream",13.1932299012694,155.597,2021,"MOOS",2021-07-22,NA,201.791666666667,82.791666666667,"20:00:00"
"779","stream",14.0225669957687,153.3861,2021,"MOOS",2021-07-23,NA,202.791666666667,83.791666666667,"20:00:00"
"780","stream",12.3751763046544,156.2064,2021,"MOOS",2021-07-24,NA,203.791666666667,84.791666666667,"20:00:00"
"781","stream",11.3286318758815,143.8797,2021,"MOOS",2021-07-25,NA,204.791666666667,85.791666666667,"20:00:00"
"782","stream",13.1057827926657,146.3696,2021,"MOOS",2021-07-26,NA,205.791666666667,86.791666666667,"20:00:00"
"783","stream",11.4471086036671,148.4135,2021,"MOOS",2021-07-26,NA,206.5625,87.5625,"14:30:00"
"784","stream",24.7813822284908,152.3086,2021,"MOOS",2021-07-27,NA,206.791666666667,87.791666666667,"20:00:00"
"785","stream",10.7785613540197,136.6262,2021,"MOOS",2021-08-11,NA,222.510416666667,103.510416666667,"13:15:00"
"786","stream",11.0098730606488,136.7157,2021,"MOOS",2021-08-12,NA,222.791666666667,103.791666666667,"20:00:00"
"787","stream",14.8998589562764,143.9526,2021,"MOOS",2021-08-13,NA,223.791666666667,104.791666666667,"20:00:00"
"788","stream",13.2073342736248,148.1914,2021,"MOOS",2021-08-15,NA,225.791666666667,106.791666666667,"20:00:00"
"789","stream",17.0465444287729,151.4941,2021,"MOOS",2021-08-16,NA,226.791666666667,107.791666666667,"20:00:00"
"790","stream",9.90691114245416,116.1029,2021,"MOOS",2021-08-17,NA,227.791666666667,108.791666666667,"20:00:00"
"791","stream",10.1015514809591,110.3372,2021,"MOOS",2021-08-17,NA,228.5625,109.5625,"14:30:00"
"792","stream",11.179125528914,103.0346,2021,"MOOS",2021-08-18,NA,228.791666666667,109.791666666667,"20:00:00"
"793","stream",8.62905500705219,121.8586,2021,"MOOS",2021-08-20,NA,230.791666666667,111.791666666667,"20:00:00"
"794","stream",9.4950634696756,127.1592,2021,"MOOS",2021-08-21,NA,231.791666666667,112.791666666667,"20:00:00"
"795","stream",10.8434414668547,114.5165,2021,"MOOS",2021-08-22,NA,232.791666666667,113.791666666667,"20:00:00"
"796","stream",11.0437235543018,119.911,2021,"MOOS",2021-08-23,NA,233.791666666667,114.791666666667,"20:00:00"
"797","stream",11.3173483779972,128.2351,2021,"MOOS",2021-08-24,NA,234.791666666667,115.791666666667,"20:00:00"
"798","stream",11.0775740479549,123.8377,2021,"MOOS",2021-08-24,NA,235.354166666667,116.354166666667,"09:30:00"
"799","stream",67.9238363892807,125.0865,2021,"MOOS",2021-08-25,NA,235.75,116.75,"19:00:00"
"800","stream",17.0747531734838,123.1599,2021,"MOOS",2021-08-25,NA,236.25,117.25,"07:00:00"
"801","stream",9.3540197461213,115.5941,2021,"MOOS",2021-08-26,NA,236.75,117.75,"19:00:00"
"802","stream",7.82510578279266,115.1959,2021,"MOOS",2021-08-26,NA,237.25,118.25,"07:00:00"
"803","stream",7.31170662905501,113.5636,2021,"MOOS",2021-08-27,NA,237.75,118.75,"19:00:00"
"804","stream",7.92665726375176,109.617,2021,"MOOS",2021-08-27,NA,238.25,119.25,"07:00:00"
"805","stream",8.53878702397743,107.4049,2021,"MOOS",2021-08-28,NA,239.25,120.25,"07:00:00"
"806","stream",10.0677009873061,98.1952,2021,"MOOS",2021-08-29,NA,239.75,120.75,"19:00:00"
"807","stream",8.47108603667137,98.6884,2021,"MOOS",2021-08-29,NA,240.25,121.25,"07:00:00"
"808","stream",9.33427362482369,106.3272,2021,"MOOS",2021-08-30,NA,240.75,121.75,"19:00:00"
"809","stream",8.787023977433,109.0394,2021,"MOOS",2021-08-30,NA,241.25,122.25,"07:00:00"
"810","stream",8.17771509167842,112.6959,2021,"MOOS",2021-08-31,NA,241.75,122.75,"19:00:00"
"811","stream",9.41889985895628,115.5885,2021,"MOOS",2021-08-31,NA,242.25,123.25,"07:00:00"
"812","stream",10.1720733427362,113.8419,2021,"MOOS",2021-09-01,NA,242.75,123.75,"19:00:00"
"813","stream",10.7306064880113,114.4437,2021,"MOOS",2021-09-01,NA,243.25,124.25,"07:00:00"
"814","stream",10.7616361071932,116.6542,2021,"MOOS",2021-09-02,NA,243.75,124.75,"19:00:00"
"815","stream",8.89703808180536,119.0759,2021,"MOOS",2021-09-02,NA,244.25,125.25,"07:00:00"
"816","stream",12.4626234132581,116.9998,2021,"MOOS",2021-09-03,NA,244.75,125.75,"19:00:00"
"817","stream",9.60789844851904,121.245,2021,"MOOS",2021-09-03,NA,245.25,126.25,"07:00:00"
"818","stream",9.049365303244,117.2716,2021,"MOOS",2021-09-04,NA,245.75,126.75,"19:00:00"
"819","stream",19.1763046544429,130.9647,2021,"MOOS",2021-09-04,NA,246.25,127.25,"07:00:00"
"820","stream",9.73483779971791,117.5155,2021,"MOOS",2021-09-05,NA,246.75,127.75,"19:00:00"
"821","stream",11.4076163610719,117.8462,2021,"MOOS",2021-09-05,NA,247.25,128.25,"07:00:00"
"822","stream",10.0056417489422,125.1192,2021,"MOOS",2021-09-07,NA,249.53125,130.53125,"13:45:00"
"823","stream",41.212976022567,116.069,2021,"MOOS",2021-09-08,NA,249.75,130.75,"19:00:00"
"824","stream",17.2440056417489,125.2942,2021,"MOOS",2021-09-08,NA,250.25,131.25,"07:00:00"
"825","stream",12.75317348378,122.3955,2021,"MOOS",2021-09-09,NA,250.75,131.75,"19:00:00"
"826","stream",10.9224259520451,121.3731,2021,"MOOS",2021-09-09,NA,251.25,132.25,"07:00:00"
"827","stream",13.0296191819464,123.0519,2021,"MOOS",2021-09-10,NA,251.75,132.75,"19:00:00"
"828","stream",10.2115655853315,124.8188,2021,"MOOS",2021-09-10,NA,252.25,133.25,"07:00:00"
"829","stream",13.1283497884344,126.0331,2021,"MOOS",2021-09-11,NA,252.75,133.75,"19:00:00"
"830","stream",54.984485190409,125.721,2021,"MOOS",2021-09-11,NA,253.25,134.25,"07:00:00"
"831","stream",11.5204513399154,129.7553,2021,"MOOS",2021-09-12,NA,253.75,134.75,"19:00:00"
"832","stream",12.132581100141,125.8788,2021,"MOOS",2021-09-12,NA,254.25,135.25,"07:00:00"
"833","stream",11.3794076163611,129.885,2021,"MOOS",2021-09-13,NA,254.75,135.75,"19:00:00"
"834","stream",12.722143864598,127.7269,2021,"MOOS",2021-09-13,NA,255.25,136.25,"07:00:00"
"835","stream",13.3399153737659,129.1455,2021,"MOOS",2021-09-14,NA,255.75,136.75,"19:00:00"
"836","stream",11.3088857545839,128.1187,2021,"MOOS",2021-09-14,NA,256.25,137.25,"07:00:00"
"837","stream",16.6939351198872,127.6224,2021,"MOOS",2021-09-15,NA,256.75,137.75,"19:00:00"
"838","stream",13.7771509167842,130.3603,2021,"MOOS",2021-09-15,NA,257.25,138.25,"07:00:00"
"839","stream",10.5867418899859,132.3605,2021,"MOOS",2021-09-16,NA,257.75,138.75,"19:00:00"
"840","stream",21.4527503526093,131.9335,2021,"MOOS",2021-09-16,NA,258.25,139.25,"07:00:00"
"841","stream",11.7743300423131,138.0777,2021,"MOOS",2021-09-17,NA,258.75,139.75,"19:00:00"
"842","stream",17.8448519040903,130.4519,2021,"MOOS",2021-09-17,NA,259.25,140.25,"07:00:00"
"843","stream",23.083215796897,130.6673,2021,"MOOS",2021-09-18,NA,259.75,140.75,"19:00:00"
"844","stream",11.3314527503526,132.1213,2021,"MOOS",2021-09-18,NA,260.25,141.25,"07:00:00"
"845","stream",11.4132581100141,130.8891,2021,"MOOS",2021-09-19,NA,260.75,141.75,"19:00:00"
"846","stream",13.9746121297602,131.0332,2021,"MOOS",2021-09-19,NA,261.25,142.25,"07:00:00"
"847","stream",9.09732016925247,137.3654,2022,"MOOS",2022-06-21,NA,171.479166666667,40.479166666667,"12:30:00"
